len,state,sum
9,"[2, 2, 4, 8, 64, 64, 128, 256, 512]",1040
9,"[4, 4, 8, 32, 32, 64, 128, 256, 512]",1040
4,"[2, 8, 8, 1024]",1042
5,"[2, 4, 4, 8, 1024]",1042
5,"[2, 8, 8, 512, 512]",1042
6,"[2, 4, 4, 8, 512, 512]",1042
6,"[2, 8, 8, 256, 256, 512]",1042
7,"[2, 4, 4, 8, 256, 256, 512]",1042
7,"[2, 8, 8, 128, 128, 256, 512]",1042
8,"[2, 4, 4, 8, 128, 128, 256, 512]",1042
8,"[2, 8, 8, 64, 64, 128, 256, 512]",1042
9,"[2, 4, 4, 8, 64, 64, 128, 256, 512]",1042
4,"[2, 2, 16, 1024]",1044
4,"[4, 8, 8, 1024]",1044
5,"[2, 2, 8, 8, 1024]",1044
5,"[2, 2, 16, 512, 512]",1044
5,"[4, 4, 4, 8, 1024]",1044
5,"[4, 8, 8, 512, 512]",1044
6,"[2, 2, 8, 8, 512, 512]",1044
6,"[2, 2, 16, 256, 256, 512]",1044
6,"[4, 4, 4, 8, 512, 512]",1044
6,"[4, 8, 8, 256, 256, 512]",1044
7,"[2, 2, 8, 8, 256, 256, 512]",1044
7,"[2, 2, 16, 128, 128, 256, 512]",1044
7,"[4, 4, 4, 8, 256, 256, 512]",1044
7,"[4, 8, 8, 128, 128, 256, 512]",1044
8,"[2, 2, 8, 8, 128, 128, 256, 512]",1044
8,"[4, 4, 4, 8, 128, 128, 256, 512]",1044
8,"[4, 8, 8, 64, 64, 128, 256, 512]",1044
4,"[2, 4, 16, 1024]",1046
5,"[2, 4, 8, 8, 1024]",1046
5,"[2, 4, 16, 512, 512]",1046
6,"[2, 4, 8, 8, 512, 512]",1046
6,"[2, 4, 16, 256, 256, 512]",1046
7,"[2, 4, 8, 8, 256, 256, 512]",1046
7,"[2, 4, 16, 128, 128, 256, 512]",1046
8,"[2, 4, 8, 8, 128, 128, 256, 512]",1046
4,"[4, 4, 16, 1024]",1048
5,"[2, 2, 4, 16, 1024]",1048
5,"[4, 4, 8, 8, 1024]",1048
5,"[4, 4, 16, 512, 512]",1048
6,"[2, 2, 4, 16, 512, 512]",1048
6,"[4, 4, 8, 8, 512, 512]",1048
6,"[4, 4, 16, 256, 256, 512]",1048
7,"[2, 2, 4, 16, 256, 256, 512]",1048
7,"[4, 4, 8, 8, 256, 256, 512]",1048
7,"[4, 4, 16, 128, 128, 256, 512]",1048
4,"[2, 8, 16, 1024]",1050
5,"[2, 4, 4, 16, 1024]",1050
5,"[2, 8, 16, 512, 512]",1050
6,"[2, 4, 4, 16, 512, 512]",1050
6,"[2, 8, 16, 256, 256, 512]",1050
7,"[2, 4, 4, 16, 256, 256, 512]",1050
4,"[4, 8, 16, 1024]",1052
5,"[2, 2, 8, 16, 1024]",1052
5,"[4, 4, 4, 16, 1024]",1052
5,"[4, 8, 16, 512, 512]",1052
6,"[2, 2, 8, 16, 512, 512]",1052
6,"[4, 4, 4, 16, 512, 512]",1052
6,"[4, 8, 16, 256, 256, 512]",1052
5,"[2, 4, 8, 16, 1024]",1054
6,"[2, 4, 8, 16, 512, 512]",1054
5,"[4, 4, 8, 16, 1024]",1056
6,"[2, 2, 4, 8, 16, 1024]",1056
6,"[4, 4, 8, 16, 512, 512]",1056
5,"[2, 8, 8, 16, 1024]",1058
6,"[2, 4, 4, 8, 16, 1024]",1058
5,"[2, 2, 16, 16, 1024]",1060
5,"[4, 8, 8, 16, 1024]",1060
6,"[2, 2, 8, 8, 16, 1024]",1060
6,"[4, 4, 4, 8, 16, 1024]",1060
4,"[2, 4, 32, 1024]",1062
5,"[2, 4, 16, 16, 1024]",1062
6,"[2, 4, 8, 8, 16, 1024]",1062
4,"[4, 4, 32, 1024]",1064
5,"[2, 2, 4, 32, 1024]",1064
5,"[4, 4, 16, 16, 1024]",1064
6,"[2, 2, 4, 16, 16, 1024]",1064
6,"[4, 4, 8, 8, 16, 1024]",1064
4,"[2, 8, 32, 1024]",1066
5,"[2, 4, 4, 32, 1024]",1066
5,"[2, 8, 16, 16, 1024]",1066
6,"[2, 4, 4, 16, 16, 1024]",1066
4,"[4, 8, 32, 1024]",1068
5,"[2, 2, 8, 32, 1024]",1068
5,"[4, 4, 4, 32, 1024]",1068
5,"[4, 8, 16, 16, 1024]",1068
5,"[2, 4, 8, 32, 1024]",1070
5,"[4, 4, 8, 32, 1024]",1072
6,"[2, 2, 4, 8, 32, 1024]",1072
5,"[2, 8, 8, 32, 1024]",1074
6,"[2, 4, 4, 8, 32, 1024]",1074
5,"[2, 2, 16, 32, 1024]",1076
5,"[4, 8, 8, 32, 1024]",1076
6,"[2, 2, 8, 8, 32, 1024]",1076
6,"[4, 4, 4, 8, 32, 1024]",1076
5,"[2, 4, 16, 32, 1024]",1078
6,"[2, 4, 8, 8, 32, 1024]",1078
5,"[4, 4, 16, 32, 1024]",1080
6,"[2, 2, 4, 16, 32, 1024]",1080
6,"[4, 4, 8, 8, 32, 1024]",1080
5,"[2, 8, 16, 32, 1024]",1082
6,"[2, 4, 4, 16, 32, 1024]",1082
5,"[4, 8, 16, 32, 1024]",1084
6,"[2, 2, 8, 16, 32, 1024]",1084
6,"[4, 4, 4, 16, 32, 1024]",1084
6,"[2, 4, 8, 16, 32, 1024]",1086
6,"[4, 4, 8, 16, 32, 1024]",1088
7,"[2, 2, 4, 8, 16, 32, 1024]",1088
6,"[2, 8, 8, 16, 32, 1024]",1090
7,"[2, 4, 4, 8, 16, 32, 1024]",1090
6,"[2, 2, 16, 16, 32, 1024]",1092
6,"[4, 8, 8, 16, 32, 1024]",1092
7,"[2, 2, 8, 8, 16, 32, 1024]",1092
7,"[4, 4, 4, 8, 16, 32, 1024]",1092
5,"[2, 4, 32, 32, 1024]",1094
6,"[2, 4, 16, 16, 32, 1024]",1094
7,"[2, 4, 8, 8, 16, 32, 1024]",1094
5,"[2, 2, 4, 64, 1024]",1096
5,"[4, 4, 32, 32, 1024]",1096
6,"[2, 2, 4, 32, 32, 1024]",1096
6,"[4, 4, 16, 16, 32, 1024]",1096
7,"[2, 2, 4, 16, 16, 32, 1024]",1096
7,"[4, 4, 8, 8, 16, 32, 1024]",1096
4,"[2, 8, 64, 1024]",1098
5,"[2, 4, 4, 64, 1024]",1098
5,"[2, 8, 32, 32, 1024]",1098
6,"[2, 4, 4, 32, 32, 1024]",1098
6,"[2, 8, 16, 16, 32, 1024]",1098
7,"[2, 4, 4, 16, 16, 32, 1024]",1098
4,"[4, 8, 64, 1024]",1100
5,"[2, 2, 8, 64, 1024]",1100
5,"[4, 4, 4, 64, 1024]",1100
5,"[4, 8, 32, 32, 1024]",1100
6,"[2, 2, 8, 32, 32, 1024]",1100
6,"[4, 4, 4, 32, 32, 1024]",1100
6,"[4, 8, 16, 16, 32, 1024]",1100
5,"[2, 4, 8, 64, 1024]",1102
6,"[2, 4, 8, 32, 32, 1024]",1102
5,"[4, 4, 8, 64, 1024]",1104
6,"[2, 2, 4, 8, 64, 1024]",1104
6,"[4, 4, 8, 32, 32, 1024]",1104
5,"[2, 8, 8, 64, 1024]",1106
6,"[2, 4, 4, 8, 64, 1024]",1106
5,"[2, 2, 16, 64, 1024]",1108
5,"[4, 8, 8, 64, 1024]",1108
6,"[2, 2, 8, 8, 64, 1024]",1108
6,"[4, 4, 4, 8, 64, 1024]",1108
5,"[2, 4, 16, 64, 1024]",1110
6,"[2, 4, 8, 8, 64, 1024]",1110
5,"[4, 4, 16, 64, 1024]",1112
6,"[2, 2, 4, 16, 64, 1024]",1112
6,"[4, 4, 8, 8, 64, 1024]",1112
5,"[2, 8, 16, 64, 1024]",1114
6,"[2, 4, 4, 16, 64, 1024]",1114
5,"[4, 8, 16, 64, 1024]",1116
6,"[2, 2, 8, 16, 64, 1024]",1116
6,"[4, 4, 4, 16, 64, 1024]",1116
6,"[2, 4, 8, 16, 64, 1024]",1118
6,"[4, 4, 8, 16, 64, 1024]",1120
7,"[2, 2, 4, 8, 16, 64, 1024]",1120
6,"[2, 8, 8, 16, 64, 1024]",1122
7,"[2, 4, 4, 8, 16, 64, 1024]",1122
6,"[2, 2, 16, 16, 64, 1024]",1124
6,"[4, 8, 8, 16, 64, 1024]",1124
7,"[2, 2, 8, 8, 16, 64, 1024]",1124
7,"[4, 4, 4, 8, 16, 64, 1024]",1124
5,"[2, 4, 32, 64, 1024]",1126
6,"[2, 4, 16, 16, 64, 1024]",1126
7,"[2, 4, 8, 8, 16, 64, 1024]",1126
5,"[4, 4, 32, 64, 1024]",1128
6,"[2, 2, 4, 32, 64, 1024]",1128
6,"[4, 4, 16, 16, 64, 1024]",1128
7,"[2, 2, 4, 16, 16, 64, 1024]",1128
7,"[4, 4, 8, 8, 16, 64, 1024]",1128
5,"[2, 8, 32, 64, 1024]",1130
6,"[2, 4, 4, 32, 64, 1024]",1130
6,"[2, 8, 16, 16, 64, 1024]",1130
7,"[2, 4, 4, 16, 16, 64, 1024]",1130
5,"[4, 8, 32, 64, 1024]",1132
6,"[2, 2, 8, 32, 64, 1024]",1132
6,"[4, 4, 4, 32, 64, 1024]",1132
6,"[4, 8, 16, 16, 64, 1024]",1132
6,"[2, 4, 8, 32, 64, 1024]",1134
6,"[4, 4, 8, 32, 64, 1024]",1136
7,"[2, 2, 4, 8, 32, 64, 1024]",1136
6,"[2, 8, 8, 32, 64, 1024]",1138
7,"[2, 4, 4, 8, 32, 64, 1024]",1138
6,"[2, 2, 16, 32, 64, 1024]",1140
6,"[4, 8, 8, 32, 64, 1024]",1140
7,"[2, 2, 8, 8, 32, 64, 1024]",1140
7,"[4, 4, 4, 8, 32, 64, 1024]",1140
6,"[2, 4, 16, 32, 64, 1024]",1142
7,"[2, 4, 8, 8, 32, 64, 1024]",1142
6,"[4, 4, 16, 32, 64, 1024]",1144
7,"[2, 2, 4, 16, 32, 64, 1024]",1144
7,"[4, 4, 8, 8, 32, 64, 1024]",1144
6,"[2, 8, 16, 32, 64, 1024]",1146
7,"[2, 4, 4, 16, 32, 64, 1024]",1146
6,"[4, 8, 16, 32, 64, 1024]",1148
7,"[2, 2, 8, 16, 32, 64, 1024]",1148
7,"[4, 4, 4, 16, 32, 64, 1024]",1148
7,"[2, 4, 8, 16, 32, 64, 1024]",1150
7,"[4, 4, 8, 16, 32, 64, 1024]",1152
8,"[2, 2, 4, 8, 16, 32, 64, 1024]",1152
7,"[2, 8, 8, 16, 32, 64, 1024]",1154
8,"[2, 4, 4, 8, 16, 32, 64, 1024]",1154
7,"[2, 2, 16, 16, 32, 64, 1024]",1156
7,"[4, 8, 8, 16, 32, 64, 1024]",1156
8,"[2, 2, 8, 8, 16, 32, 64, 1024]",1156
8,"[4, 4, 4, 8, 16, 32, 64, 1024]",1156
6,"[2, 4, 32, 32, 64, 1024]",1158
7,"[2, 4, 16, 16, 32, 64, 1024]",1158
8,"[2, 4, 8, 8, 16, 32, 64, 1024]",1158
6,"[2, 2, 4, 64, 64, 1024]",1160
6,"[4, 4, 32, 32, 64, 1024]",1160
7,"[2, 2, 4, 32, 32, 64, 1024]",1160
7,"[4, 4, 16, 16, 32, 64, 1024]",1160
8,"[2, 2, 4, 16, 16, 32, 64, 1024]",1160
8,"[4, 4, 8, 8, 16, 32, 64, 1024]",1160
5,"[2, 4, 4, 128, 1024]",1162
5,"[2, 8, 64, 64, 1024]",1162
6,"[2, 4, 4, 64, 64, 1024]",1162
6,"[2, 8, 32, 32, 64, 1024]",1162
7,"[2, 4, 4, 32, 32, 64, 1024]",1162
7,"[2, 8, 16, 16, 32, 64, 1024]",1162
8,"[2, 4, 4, 16, 16, 32, 64, 1024]",1162
5,"[2, 2, 8, 128, 1024]",1164
5,"[4, 4, 4, 128, 1024]",1164
5,"[4, 8, 64, 64, 1024]",1164
6,"[2, 2, 8, 64, 64, 1024]",1164
6,"[4, 4, 4, 64, 64, 1024]",1164
6,"[4, 8, 32, 32, 64, 1024]",1164
7,"[2, 2, 8, 32, 32, 64, 1024]",1164
7,"[4, 4, 4, 32, 32, 64, 1024]",1164
7,"[4, 8, 16, 16, 32, 64, 1024]",1164
5,"[2, 4, 8, 128, 1024]",1166
6,"[2, 4, 8, 64, 64, 1024]",1166
7,"[2, 4, 8, 32, 32, 64, 1024]",1166
5,"[4, 4, 8, 128, 1024]",1168
6,"[2, 2, 4, 8, 128, 1024]",1168
6,"[4, 4, 8, 64, 64, 1024]",1168
7,"[2, 2, 4, 8, 64, 64, 1024]",1168
7,"[4, 4, 8, 32, 32, 64, 1024]",1168
5,"[2, 8, 8, 128, 1024]",1170
6,"[2, 4, 4, 8, 128, 1024]",1170
6,"[2, 8, 8, 64, 64, 1024]",1170
7,"[2, 4, 4, 8, 64, 64, 1024]",1170
5,"[2, 2, 16, 128, 1024]",1172
5,"[4, 8, 8, 128, 1024]",1172
6,"[2, 2, 8, 8, 128, 1024]",1172
6,"[4, 4, 4, 8, 128, 1024]",1172
6,"[4, 8, 8, 64, 64, 1024]",1172
5,"[2, 4, 16, 128, 1024]",1174
6,"[2, 4, 8, 8, 128, 1024]",1174
5,"[4, 4, 16, 128, 1024]",1176
6,"[2, 2, 4, 16, 128, 1024]",1176
6,"[4, 4, 8, 8, 128, 1024]",1176
5,"[2, 8, 16, 128, 1024]",1178
6,"[2, 4, 4, 16, 128, 1024]",1178
5,"[4, 8, 16, 128, 1024]",1180
6,"[2, 2, 8, 16, 128, 1024]",1180
6,"[4, 4, 4, 16, 128, 1024]",1180
6,"[2, 4, 8, 16, 128, 1024]",1182
6,"[4, 4, 8, 16, 128, 1024]",1184
7,"[2, 2, 4, 8, 16, 128, 1024]",1184
6,"[2, 8, 8, 16, 128, 1024]",1186
7,"[2, 4, 4, 8, 16, 128, 1024]",1186
6,"[2, 2, 16, 16, 128, 1024]",1188
6,"[4, 8, 8, 16, 128, 1024]",1188
7,"[2, 2, 8, 8, 16, 128, 1024]",1188
7,"[4, 4, 4, 8, 16, 128, 1024]",1188
5,"[2, 4, 32, 128, 1024]",1190
6,"[2, 4, 16, 16, 128, 1024]",1190
7,"[2, 4, 8, 8, 16, 128, 1024]",1190
5,"[4, 4, 32, 128, 1024]",1192
6,"[2, 2, 4, 32, 128, 1024]",1192
6,"[4, 4, 16, 16, 128, 1024]",1192
7,"[2, 2, 4, 16, 16, 128, 1024]",1192
7,"[4, 4, 8, 8, 16, 128, 1024]",1192
5,"[2, 8, 32, 128, 1024]",1194
6,"[2, 4, 4, 32, 128, 1024]",1194
6,"[2, 8, 16, 16, 128, 1024]",1194
7,"[2, 4, 4, 16, 16, 128, 1024]",1194
5,"[4, 8, 32, 128, 1024]",1196
6,"[2, 2, 8, 32, 128, 1024]",1196
6,"[4, 4, 4, 32, 128, 1024]",1196
6,"[4, 8, 16, 16, 128, 1024]",1196
6,"[2, 4, 8, 32, 128, 1024]",1198
6,"[4, 4, 8, 32, 128, 1024]",1200
7,"[2, 2, 4, 8, 32, 128, 1024]",1200
6,"[2, 8, 8, 32, 128, 1024]",1202
7,"[2, 4, 4, 8, 32, 128, 1024]",1202
6,"[2, 2, 16, 32, 128, 1024]",1204
6,"[4, 8, 8, 32, 128, 1024]",1204
7,"[2, 2, 8, 8, 32, 128, 1024]",1204
7,"[4, 4, 4, 8, 32, 128, 1024]",1204
6,"[2, 4, 16, 32, 128, 1024]",1206
7,"[2, 4, 8, 8, 32, 128, 1024]",1206
6,"[4, 4, 16, 32, 128, 1024]",1208
7,"[2, 2, 4, 16, 32, 128, 1024]",1208
7,"[4, 4, 8, 8, 32, 128, 1024]",1208
6,"[2, 8, 16, 32, 128, 1024]",1210
7,"[2, 4, 4, 16, 32, 128, 1024]",1210
6,"[4, 8, 16, 32, 128, 1024]",1212
7,"[2, 2, 8, 16, 32, 128, 1024]",1212
7,"[4, 4, 4, 16, 32, 128, 1024]",1212
7,"[2, 4, 8, 16, 32, 128, 1024]",1214
7,"[4, 4, 8, 16, 32, 128, 1024]",1216
8,"[2, 2, 4, 8, 16, 32, 128, 1024]",1216
7,"[2, 8, 8, 16, 32, 128, 1024]",1218
8,"[2, 4, 4, 8, 16, 32, 128, 1024]",1218
7,"[2, 2, 16, 16, 32, 128, 1024]",1220
7,"[4, 8, 8, 16, 32, 128, 1024]",1220
8,"[2, 2, 8, 8, 16, 32, 128, 1024]",1220
8,"[4, 4, 4, 8, 16, 32, 128, 1024]",1220
6,"[2, 4, 32, 32, 128, 1024]",1222
7,"[2, 4, 16, 16, 32, 128, 1024]",1222
8,"[2, 4, 8, 8, 16, 32, 128, 1024]",1222
6,"[2, 2, 4, 64, 128, 1024]",1224
6,"[4, 4, 32, 32, 128, 1024]",1224
7,"[2, 2, 4, 32, 32, 128, 1024]",1224
7,"[4, 4, 16, 16, 32, 128, 1024]",1224
8,"[2, 2, 4, 16, 16, 32, 128, 1024]",1224
8,"[4, 4, 8, 8, 16, 32, 128, 1024]",1224
5,"[2, 8, 64, 128, 1024]",1226
6,"[2, 4, 4, 64, 128, 1024]",1226
6,"[2, 8, 32, 32, 128, 1024]",1226
7,"[2, 4, 4, 32, 32, 128, 1024]",1226
7,"[2, 8, 16, 16, 32, 128, 1024]",1226
8,"[2, 4, 4, 16, 16, 32, 128, 1024]",1226
5,"[4, 8, 64, 128, 1024]",1228
6,"[2, 2, 8, 64, 128, 1024]",1228
6,"[4, 4, 4, 64, 128, 1024]",1228
6,"[4, 8, 32, 32, 128, 1024]",1228
7,"[2, 2, 8, 32, 32, 128, 1024]",1228
7,"[4, 4, 4, 32, 32, 128, 1024]",1228
7,"[4, 8, 16, 16, 32, 128, 1024]",1228
6,"[2, 4, 8, 64, 128, 1024]",1230
7,"[2, 4, 8, 32, 32, 128, 1024]",1230
6,"[4, 4, 8, 64, 128, 1024]",1232
7,"[2, 2, 4, 8, 64, 128, 1024]",1232
7,"[4, 4, 8, 32, 32, 128, 1024]",1232
6,"[2, 8, 8, 64, 128, 1024]",1234
7,"[2, 4, 4, 8, 64, 128, 1024]",1234
6,"[2, 2, 16, 64, 128, 1024]",1236
6,"[4, 8, 8, 64, 128, 1024]",1236
7,"[2, 2, 8, 8, 64, 128, 1024]",1236
7,"[4, 4, 4, 8, 64, 128, 1024]",1236
6,"[2, 4, 16, 64, 128, 1024]",1238
7,"[2, 4, 8, 8, 64, 128, 1024]",1238
6,"[4, 4, 16, 64, 128, 1024]",1240
7,"[2, 2, 4, 16, 64, 128, 1024]",1240
7,"[4, 4, 8, 8, 64, 128, 1024]",1240
6,"[2, 8, 16, 64, 128, 1024]",1242
7,"[2, 4, 4, 16, 64, 128, 1024]",1242
6,"[4, 8, 16, 64, 128, 1024]",1244
7,"[2, 2, 8, 16, 64, 128, 1024]",1244
7,"[4, 4, 4, 16, 64, 128, 1024]",1244
7,"[2, 4, 8, 16, 64, 128, 1024]",1246
7,"[4, 4, 8, 16, 64, 128, 1024]",1248
8,"[2, 2, 4, 8, 16, 64, 128, 1024]",1248
7,"[2, 8, 8, 16, 64, 128, 1024]",1250
8,"[2, 4, 4, 8, 16, 64, 128, 1024]",1250
7,"[2, 2, 16, 16, 64, 128, 1024]",1252
7,"[4, 8, 8, 16, 64, 128, 1024]",1252
8,"[2, 2, 8, 8, 16, 64, 128, 1024]",1252
8,"[4, 4, 4, 8, 16, 64, 128, 1024]",1252
6,"[2, 4, 32, 64, 128, 1024]",1254
7,"[2, 4, 16, 16, 64, 128, 1024]",1254
8,"[2, 4, 8, 8, 16, 64, 128, 1024]",1254
6,"[4, 4, 32, 64, 128, 1024]",1256
7,"[2, 2, 4, 32, 64, 128, 1024]",1256
7,"[4, 4, 16, 16, 64, 128, 1024]",1256
8,"[2, 2, 4, 16, 16, 64, 128, 1024]",1256
8,"[4, 4, 8, 8, 16, 64, 128, 1024]",1256
6,"[2, 8, 32, 64, 128, 1024]",1258
7,"[2, 4, 4, 32, 64, 128, 1024]",1258
7,"[2, 8, 16, 16, 64, 128, 1024]",1258
8,"[2, 4, 4, 16, 16, 64, 128, 1024]",1258
6,"[4, 8, 32, 64, 128, 1024]",1260
7,"[2, 2, 8, 32, 64, 128, 1024]",1260
7,"[4, 4, 4, 32, 64, 128, 1024]",1260
7,"[4, 8, 16, 16, 64, 128, 1024]",1260
7,"[2, 4, 8, 32, 64, 128, 1024]",1262
7,"[4, 4, 8, 32, 64, 128, 1024]",1264
8,"[2, 2, 4, 8, 32, 64, 128, 1024]",1264
7,"[2, 8, 8, 32, 64, 128, 1024]",1266
8,"[2, 4, 4, 8, 32, 64, 128, 1024]",1266
7,"[2, 2, 16, 32, 64, 128, 1024]",1268
7,"[4, 8, 8, 32, 64, 128, 1024]",1268
8,"[2, 2, 8, 8, 32, 64, 128, 1024]",1268
8,"[4, 4, 4, 8, 32, 64, 128, 1024]",1268
7,"[2, 4, 16, 32, 64, 128, 1024]",1270
8,"[2, 4, 8, 8, 32, 64, 128, 1024]",1270
7,"[4, 4, 16, 32, 64, 128, 1024]",1272
8,"[2, 2, 4, 16, 32, 64, 128, 1024]",1272
8,"[4, 4, 8, 8, 32, 64, 128, 1024]",1272
7,"[2, 8, 16, 32, 64, 128, 1024]",1274
8,"[2, 4, 4, 16, 32, 64, 128, 1024]",1274
7,"[4, 8, 16, 32, 64, 128, 1024]",1276
8,"[2, 2, 8, 16, 32, 64, 128, 1024]",1276
8,"[4, 4, 4, 16, 32, 64, 128, 1024]",1276
8,"[2, 4, 8, 16, 32, 64, 128, 1024]",1278
8,"[4, 4, 8, 16, 32, 64, 128, 1024]",1280
9,"[2, 2, 4, 8, 16, 32, 64, 128, 1024]",1280
8,"[2, 8, 8, 16, 32, 64, 128, 1024]",1282
9,"[2, 4, 4, 8, 16, 32, 64, 128, 1024]",1282
8,"[2, 2, 16, 16, 32, 64, 128, 1024]",1284
8,"[4, 8, 8, 16, 32, 64, 128, 1024]",1284
9,"[2, 2, 8, 8, 16, 32, 64, 128, 1024]",1284
9,"[4, 4, 4, 8, 16, 32, 64, 128, 1024]",1284
7,"[2, 4, 32, 32, 64, 128, 1024]",1286
8,"[2, 4, 16, 16, 32, 64, 128, 1024]",1286
9,"[2, 4, 8, 8, 16, 32, 64, 128, 1024]",1286
7,"[2, 2, 4, 64, 64, 128, 1024]",1288
7,"[4, 4, 32, 32, 64, 128, 1024]",1288
8,"[2, 2, 4, 32, 32, 64, 128, 1024]",1288
8,"[4, 4, 16, 16, 32, 64, 128, 1024]",1288
9,"[2, 2, 4, 16, 16, 32, 64, 128, 1024]",1288
9,"[4, 4, 8, 8, 16, 32, 64, 128, 1024]",1288
6,"[2, 4, 4, 128, 128, 1024]",1290
6,"[2, 8, 64, 64, 128, 1024]",1290
7,"[2, 4, 4, 64, 64, 128, 1024]",1290
7,"[2, 8, 32, 32, 64, 128, 1024]",1290
8,"[2, 4, 4, 32, 32, 64, 128, 1024]",1290
8,"[2, 8, 16, 16, 32, 64, 128, 1024]",1290
9,"[2, 4, 4, 16, 16, 32, 64, 128, 1024]",1290
5,"[2, 2, 8, 256, 1024]",1292
6,"[2, 2, 8, 128, 128, 1024]",1292
6,"[4, 4, 4, 128, 128, 1024]",1292
6,"[4, 8, 64, 64, 128, 1024]",1292
7,"[2, 2, 8, 64, 64, 128, 1024]",1292
7,"[4, 4, 4, 64, 64, 128, 1024]",1292
7,"[4, 8, 32, 32, 64, 128, 1024]",1292
8,"[2, 2, 8, 32, 32, 64, 128, 1024]",1292
8,"[4, 4, 4, 32, 32, 64, 128, 1024]",1292
8,"[4, 8, 16, 16, 32, 64, 128, 1024]",1292
5,"[2, 4, 8, 256, 1024]",1294
6,"[2, 4, 8, 128, 128, 1024]",1294
7,"[2, 4, 8, 64, 64, 128, 1024]",1294
8,"[2, 4, 8, 32, 32, 64, 128, 1024]",1294
5,"[4, 4, 8, 256, 1024]",1296
6,"[2, 2, 4, 8, 256, 1024]",1296
6,"[4, 4, 8, 128, 128, 1024]",1296
7,"[2, 2, 4, 8, 128, 128, 1024]",1296
7,"[4, 4, 8, 64, 64, 128, 1024]",1296
8,"[2, 2, 4, 8, 64, 64, 128, 1024]",1296
8,"[4, 4, 8, 32, 32, 64, 128, 1024]",1296
5,"[2, 8, 8, 256, 1024]",1298
6,"[2, 4, 4, 8, 256, 1024]",1298
6,"[2, 8, 8, 128, 128, 1024]",1298
7,"[2, 4, 4, 8, 128, 128, 1024]",1298
7,"[2, 8, 8, 64, 64, 128, 1024]",1298
8,"[2, 4, 4, 8, 64, 64, 128, 1024]",1298
5,"[2, 2, 16, 256, 1024]",1300
5,"[4, 8, 8, 256, 1024]",1300
6,"[2, 2, 8, 8, 256, 1024]",1300
6,"[2, 2, 16, 128, 128, 1024]",1300
6,"[4, 4, 4, 8, 256, 1024]",1300
6,"[4, 8, 8, 128, 128, 1024]",1300
7,"[2, 2, 8, 8, 128, 128, 1024]",1300
7,"[4, 4, 4, 8, 128, 128, 1024]",1300
7,"[4, 8, 8, 64, 64, 128, 1024]",1300
5,"[2, 4, 16, 256, 1024]",1302
6,"[2, 4, 8, 8, 256, 1024]",1302
6,"[2, 4, 16, 128, 128, 1024]",1302
7,"[2, 4, 8, 8, 128, 128, 1024]",1302
5,"[4, 4, 16, 256, 1024]",1304
6,"[2, 2, 4, 16, 256, 1024]",1304
6,"[4, 4, 8, 8, 256, 1024]",1304
6,"[4, 4, 16, 128, 128, 1024]",1304
5,"[2, 8, 16, 256, 1024]",1306
6,"[2, 4, 4, 16, 256, 1024]",1306
5,"[4, 8, 16, 256, 1024]",1308
6,"[2, 2, 8, 16, 256, 1024]",1308
6,"[4, 4, 4, 16, 256, 1024]",1308
6,"[2, 4, 8, 16, 256, 1024]",1310
6,"[4, 4, 8, 16, 256, 1024]",1312
7,"[2, 2, 4, 8, 16, 256, 1024]",1312
6,"[2, 8, 8, 16, 256, 1024]",1314
7,"[2, 4, 4, 8, 16, 256, 1024]",1314
6,"[2, 2, 16, 16, 256, 1024]",1316
6,"[4, 8, 8, 16, 256, 1024]",1316
7,"[2, 2, 8, 8, 16, 256, 1024]",1316
7,"[4, 4, 4, 8, 16, 256, 1024]",1316
5,"[2, 4, 32, 256, 1024]",1318
6,"[2, 4, 16, 16, 256, 1024]",1318
7,"[2, 4, 8, 8, 16, 256, 1024]",1318
5,"[4, 4, 32, 256, 1024]",1320
6,"[2, 2, 4, 32, 256, 1024]",1320
6,"[4, 4, 16, 16, 256, 1024]",1320
7,"[2, 2, 4, 16, 16, 256, 1024]",1320
7,"[4, 4, 8, 8, 16, 256, 1024]",1320
5,"[2, 8, 32, 256, 1024]",1322
6,"[2, 4, 4, 32, 256, 1024]",1322
6,"[2, 8, 16, 16, 256, 1024]",1322
7,"[2, 4, 4, 16, 16, 256, 1024]",1322
5,"[4, 8, 32, 256, 1024]",1324
6,"[2, 2, 8, 32, 256, 1024]",1324
6,"[4, 4, 4, 32, 256, 1024]",1324
6,"[4, 8, 16, 16, 256, 1024]",1324
6,"[2, 4, 8, 32, 256, 1024]",1326
6,"[4, 4, 8, 32, 256, 1024]",1328
7,"[2, 2, 4, 8, 32, 256, 1024]",1328
6,"[2, 8, 8, 32, 256, 1024]",1330
7,"[2, 4, 4, 8, 32, 256, 1024]",1330
6,"[2, 2, 16, 32, 256, 1024]",1332
6,"[4, 8, 8, 32, 256, 1024]",1332
7,"[2, 2, 8, 8, 32, 256, 1024]",1332
7,"[4, 4, 4, 8, 32, 256, 1024]",1332
6,"[2, 4, 16, 32, 256, 1024]",1334
7,"[2, 4, 8, 8, 32, 256, 1024]",1334
6,"[4, 4, 16, 32, 256, 1024]",1336
7,"[2, 2, 4, 16, 32, 256, 1024]",1336
7,"[4, 4, 8, 8, 32, 256, 1024]",1336
6,"[2, 8, 16, 32, 256, 1024]",1338
7,"[2, 4, 4, 16, 32, 256, 1024]",1338
6,"[4, 8, 16, 32, 256, 1024]",1340
